date,stock,yahoo_price,finnhub_price,polygon_price,alphavantage_price,ground_truth
2024-01-18,MSFT,388.083740234375,390.9768701171875,393.87,390.9768701171875,388.083740234375
2024-01-19,MSFT,392.8132629394531,395.7416314697266,398.67,395.7416314697266,392.8132629394531
2024-01-22,MSFT,390.6849670410156,393.5974835205078,396.51,393.5974835205078,390.6849670410156
2024-01-23,MSFT,393.039794921875,395.9698974609375,398.9,395.9698974609375,393.039794921875
2024-01-24,MSFT,396.64605712890625,399.6030285644531,402.56,399.6030285644531,396.64605712890625
2024-01-23,AMZN,156.02000427246094,156.02000213623046,156.02,156.02000213623046,156.02000427246094
2024-01-24,AMZN,156.8699951171875,156.86999755859375,156.87,156.86999755859375,156.8699951171875
2024-01-25,AMZN,157.75,157.75,157.75,157.75,157.75
